index,age_end,age_start,age_weights,area,data_type,effective_sample_size,lower_ci,sex,standard_error,upper_ci,value,x_cv_community_coverage,x_cv_past_year,x_cv_poor_response,x_cv_sx_scale,x_ln_mx_conflict,x_ln_mx_war_10years,year_end,year_start
530,18,13,,NGA,p,,,total,0.01253,,0.09,1,0,0,1,-1.6686209684,-1.90816421159,2004,2004
531,99,15,,NGA,p,,,total,0.01924,,0.073,0,0,0,0,-1.6686209684,-1.90816421159,2004,2004
532,99,15,,NGA,p,,,total,0.01083,,0.042,0,0,0,0,-1.6686209684,-1.90816421159,2004,2004
533,99,15,,NGA,p,,,male,0.01521,,0.048,0,0,0,0,-1.6686209684,-1.90816421159,2004,2004
534,99,15,,NGA,p,,,female,0.01279,,0.057,0,0,0,0,-1.6686209684,-1.90816421159,2004,2004
535,19,15,,NGA,p,,,total,0.03042,,0.096,0,0,0,0,-1.6686209684,-1.90816421159,2004,2004
536,39,20,,NGA,p,,,total,0.0136,,0.049,0,0,0,0,-1.6686209684,-1.90816421159,2004,2004
537,64,40,,NGA,p,,,total,0.01609,,0.039,0,0,0,0,-1.6686209684,-1.90816421159,2004,2004
538,99,65,,NGA,p,,,total,0.02712,,0.027,0,0,0,0,-1.6686209684,-1.90816421159,2004,2004
539,24,15,,GMB,p,,,female,0.02312,,0.031,0,0,0,0,-3.84459574582,-4.01749234386,1999,1999
540,34,25,,GMB,p,,,female,0.03466,,0.092,0,0,0,0,-3.84459574582,-4.01749234386,1999,1999
541,44,35,,GMB,p,,,female,0.03805,,0.158,0,0,0,0,-3.84459574582,-4.01749234386,1999,1999
542,54,45,,GMB,p,,,female,0.05459,,0.189,0,0,0,0,-3.84459574582,-4.01749234386,1999,1999
543,64,18,,NGA,p,,0.026,total,-0.99,0.055,0.04,1,0,0,0,-1.87745368438,-1.9474906683,2002,2002
544,99,3,,USA,X,,0.59,total,-99.0,0.7,0.65,0,0,0,0,-2.56700529734,-2.61774959644,2000,1990
545,49,15,,ETH,f,,,total,0.0055,,0.0117,0,0,0,0,-1.8008501768,-1.64217749506,2002,1998
546,88,18,,CAN,f,,,male,0.025645819,,0.016333333,0,0,0,0,-2.24470035328,-2.42596255819,1968,1952
547,88,18,,CAN,f,,,female,0.02323332,,0.015258929,0,0,0,0,-2.24470035328,-2.42596255819,1968,1952
548,99,85,,SWE,f,,,total,0.073261361,,0.145360156,0,0,0,0,,-2.44118823181,2005,2002
549,79,65,,FIN,f,,,male,0.062551309,,0.077737917,0,0,0,0,,-2.22100397941,1990,1984
550,79,65,,FIN,f,,,female,0.034965251,,0.060870023,0,0,0,0,,-2.22100397941,1990,1984
551,99,75,,GBR,f,,,total,0.006992589,,0.05527731,0,0,0,0,-2.08236994288,-2.20671913011,2001,1996
552,99,60,,USA,f,,,total,0.006800692,,0.011584351,0,0,0,0,-1.93761107164,-2.06327478165,2003,2001
553,99,70,,AUS,f,,,total,0.0349115,,0.059321574,0,0,0,0,-3.84459574582,-4.01749234386,1988,1982
554,85,55,,NLD,f,,,total,0.016102069,,0.016928556,0,0,0,0,,-2.64584888289,1997,1992
555,99,25,,USA,f,,,male,0.008623455,,0.026819198,0,0,0,0,-2.48088824934,-2.58022638635,1991,1989
556,99,25,,USA,f,,,female,0.003336407,,0.002109868,0,0,0,0,-2.48088824934,-2.58022638635,1991,1989
557,99,40,,USA,f,,,total,0.01034146,,0.009058683,0,0,0,0,-2.40161374776,-2.5323070675,1989,1980
558,99,85,,NLD,f,,,total,0.017537781,,0.050971533,0,0,0,0,-2.40282920008,-2.5296727594,2002,1997
559,0,0,,asia_southeast,m_all,,,female,-99.0,,0.0435828,0,0,0,0,0.0,0.0,1990,1990
560,4,1,,europe_western,m_all,,,female,-99.0,,0.0003522,0,0,0,0,0.0,0.0,1990,1990
561,9,5,,latin_america_andean,m_all,,,female,-99.0,,0.0008975,0,0,0,0,0.0,0.0,1990,1990
562,14,10,,north_america_high_income,m_all,,,female,-99.0,,0.0001937,0,0,0,0,0.0,0.0,1990,1990
563,19,15,,europe_eastern,m_all,,,female,-99.0,,0.0006191,0,0,0,0,0.0,0.0,1990,1990
564,24,20,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0016004,0,0,0,0,0.0,0.0,1990,1990
565,29,25,,oceania,m_all,,,female,-99.0,,0.0031952,0,0,0,0,0.0,0.0,1990,1990
566,34,30,,caribbean,m_all,,,female,-99.0,,0.0019982,0,0,0,0,0.0,0.0,1990,1990
567,39,35,,north_america_high_income,m_all,,,female,-99.0,,0.0011033,0,0,0,0,0.0,0.0,1990,1990
568,44,40,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0082901,0,0,0,0,0.0,0.0,1990,1990
569,49,45,,europe_central,m_all,,,female,-99.0,,0.0032834,0,0,0,0,0.0,0.0,1990,1990
570,54,50,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0129196,0,0,0,0,0.0,0.0,1990,1990
571,59,55,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0120573,0,0,0,0,0.0,0.0,1990,1990
572,64,60,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0248096,0,0,0,0,0.0,0.0,1990,1990
573,69,65,,europe_eastern,m_all,,,female,-99.0,,0.0222753,0,0,0,0,0.0,0.0,1990,1990
574,74,70,,asia_south,m_all,,,female,-99.0,,0.0547047,0,0,0,0,0.0,0.0,1990,1990
575,79,75,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0833922,0,0,0,0,0.0,0.0,1990,1990
576,84,80,,asia_southeast,m_all,,,female,-99.0,,0.0956702,0,0,0,0,0.0,0.0,1990,1990
577,89,85,,asia_southeast,m_all,,,female,-99.0,,0.1544451,0,0,0,0,0.0,0.0,1990,1990
578,94,90,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.2670887,0,0,0,0,0.0,0.0,1990,1990
579,99,95,,latin_america_andean,m_all,,,female,-99.0,,0.3396923,0,0,0,0,0.0,0.0,1990,1990
580,101,100,,asia_east,m_all,,,female,-99.0,,0.5290545,0,0,0,0,0.0,0.0,1990,1990
581,0,0,,oceania,m_all,,,female,-99.0,,0.049511,0,0,0,0,0.0,0.0,2005,2005
582,4,1,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0056136,0,0,0,0,0.0,0.0,2005,2005
583,9,5,,asia_southeast,m_all,,,female,-99.0,,0.0005348,0,0,0,0,0.0,0.0,2005,2005
584,14,10,,europe_western,m_all,,,female,-99.0,,9.91e-05,0,0,0,0,0.0,0.0,2005,2005
585,19,15,,europe_eastern,m_all,,,female,-99.0,,0.0006119,0,0,0,0,0.0,0.0,2005,2005
586,24,20,,north_africa_middle_east,m_all,,,female,-99.0,,0.0009126,0,0,0,0,0.0,0.0,2005,2005
587,29,25,,australasia,m_all,,,female,-99.0,,0.0003335,0,0,0,0,0.0,0.0,2005,2005
588,34,30,,latin_america_andean,m_all,,,female,-99.0,,0.0010437,0,0,0,0,0.0,0.0,2005,2005
589,39,35,,latin_america_southern,m_all,,,female,-99.0,,0.0009953,0,0,0,0,0.0,0.0,2005,2005
590,44,40,,asia_east,m_all,,,female,-99.0,,0.001769,0,0,0,0,0.0,0.0,2005,2005
591,49,45,,europe_eastern,m_all,,,female,-99.0,,0.0052386,0,0,0,0,0.0,0.0,2005,2005
592,54,50,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.013388,0,0,0,0,0.0,0.0,2005,2005
593,59,55,,caribbean,m_all,,,female,-99.0,,0.0088404,0,0,0,0,0.0,0.0,2005,2005
594,64,60,,latin_america_southern,m_all,,,female,-99.0,,0.0086932,0,0,0,0,0.0,0.0,2005,2005
595,69,65,,australasia,m_all,,,female,-99.0,,0.0088556,0,0,0,0,0.0,0.0,2005,2005
596,74,70,,australasia,m_all,,,female,-99.0,,0.0147879,0,0,0,0,0.0,0.0,2005,2005
597,79,75,,latin_america_central,m_all,,,female,-99.0,,0.0371959,0,0,0,0,0.0,0.0,2005,2005
598,84,80,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.109636,0,0,0,0,0.0,0.0,2005,2005
599,89,85,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.1752814,0,0,0,0,0.0,0.0,2005,2005
600,94,90,,latin_america_andean,m_all,,,female,-99.0,,0.1970101,0,0,0,0,0.0,0.0,2005,2005
601,99,95,,australasia,m_all,,,female,-99.0,,0.3039775,0,0,0,0,0.0,0.0,2005,2005
602,101,100,,europe_eastern,m_all,,,female,-99.0,,0.5265165,0,0,0,0,0.0,0.0,2005,2005
603,0,0,,latin_america_southern,m_all,,,male,-99.0,,0.0248419,0,0,0,0,0.0,0.0,1990,1990
604,4,1,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0005334,0,0,0,0,0.0,0.0,1990,1990
605,9,5,,latin_america_southern,m_all,,,male,-99.0,,0.0003923,0,0,0,0,0.0,0.0,1990,1990
606,14,10,,europe_western,m_all,,,male,-99.0,,0.0002461,0,0,0,0,0.0,0.0,1990,1990
607,19,15,,latin_america_andean,m_all,,,male,-99.0,,0.001326,0,0,0,0,0.0,0.0,1990,1990
608,24,20,,europe_eastern,m_all,,,male,-99.0,,0.0025843,0,0,0,0,0.0,0.0,1990,1990
609,29,25,,asia_pacific_high_income,m_all,,,male,-99.0,,0.001113,0,0,0,0,0.0,0.0,1990,1990
610,34,30,,asia_south,m_all,,,male,-99.0,,0.0031588,0,0,0,0,0.0,0.0,1990,1990
611,39,35,,latin_america_tropical,m_all,,,male,-99.0,,0.0041823,0,0,0,0,0.0,0.0,1990,1990
612,44,40,,caribbean,m_all,,,male,-99.0,,0.0046633,0,0,0,0,0.0,0.0,1990,1990
613,49,45,,europe_central,m_all,,,male,-99.0,,0.0083223,0,0,0,0,0.0,0.0,1990,1990
614,54,50,,north_america_high_income,m_all,,,male,-99.0,,0.0073525,0,0,0,0,0.0,0.0,1990,1990
615,59,55,,latin_america_andean,m_all,,,male,-99.0,,0.0119354,0,0,0,0,0.0,0.0,1990,1990
616,64,60,,latin_america_central,m_all,,,male,-99.0,,0.0179013,0,0,0,0,0.0,0.0,1990,1990
617,69,65,,asia_southeast,m_all,,,male,-99.0,,0.0357781,0,0,0,0,0.0,0.0,1990,1990
618,74,70,,latin_america_central,m_all,,,male,-99.0,,0.0392665,0,0,0,0,0.0,0.0,1990,1990
619,79,75,,australasia,m_all,,,male,-99.0,,0.0700222,0,0,0,0,0.0,0.0,1990,1990
620,84,80,,asia_pacific_high_income,m_all,,,male,-99.0,,0.1052821,0,0,0,0,0.0,0.0,1990,1990
621,89,85,,asia_south,m_all,,,male,-99.0,,0.1909366,0,0,0,0,0.0,0.0,1990,1990
622,94,90,,north_america_high_income,m_all,,,male,-99.0,,0.260978,0,0,0,0,0.0,0.0,1990,1990
623,99,95,,latin_america_southern,m_all,,,male,-99.0,,0.3971091,0,0,0,0,0.0,0.0,1990,1990
624,101,100,,europe_eastern,m_all,,,male,-99.0,,0.5420857,0,0,0,0,0.0,0.0,1990,1990
625,0,0,,asia_east,m_all,,,male,-99.0,,0.019266,0,0,0,0,0.0,0.0,2005,2005
626,4,1,,asia_central,m_all,,,male,-99.0,,0.0028725,0,0,0,0,0.0,0.0,2005,2005
627,9,5,,latin_america_central,m_all,,,male,-99.0,,0.000376,0,0,0,0,0.0,0.0,2005,2005
628,14,10,,latin_america_tropical,m_all,,,male,-99.0,,0.0004372,0,0,0,0,0.0,0.0,2005,2005
629,19,15,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0019667,0,0,0,0,0.0,0.0,2005,2005
630,24,20,,north_america_high_income,m_all,,,male,-99.0,,0.0013588,0,0,0,0,0.0,0.0,2005,2005
631,29,25,,latin_america_andean,m_all,,,male,-99.0,,0.0017597,0,0,0,0,0.0,0.0,2005,2005
632,34,30,,asia_south,m_all,,,male,-99.0,,0.0031372,0,0,0,0,0.0,0.0,2005,2005
633,39,35,,europe_eastern,m_all,,,male,-99.0,,0.0094412,0,0,0,0,0.0,0.0,2005,2005
634,44,40,,asia_central,m_all,,,male,-99.0,,0.0077878,0,0,0,0,0.0,0.0,2005,2005
635,49,45,,europe_central,m_all,,,male,-99.0,,0.0069777,0,0,0,0,0.0,0.0,2005,2005
636,54,50,,asia_southeast,m_all,,,male,-99.0,,0.0105418,0,0,0,0,0.0,0.0,2005,2005
637,59,55,,latin_america_tropical,m_all,,,male,-99.0,,0.0126086,0,0,0,0,0.0,0.0,2005,2005
638,64,60,,north_africa_middle_east,m_all,,,male,-99.0,,0.0207654,0,0,0,0,0.0,0.0,2005,2005
639,69,65,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0172328,0,0,0,0,0.0,0.0,2005,2005
640,74,70,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0278808,0,0,0,0,0.0,0.0,2005,2005
641,79,75,,europe_central,m_all,,,male,-99.0,,0.0767972,0,0,0,0,0.0,0.0,2005,2005
642,84,80,,europe_central,m_all,,,male,-99.0,,0.1209042,0,0,0,0,0.0,0.0,2005,2005
643,89,85,,north_africa_middle_east,m_all,,,male,-99.0,,0.1708587,0,0,0,0,0.0,0.0,2005,2005
644,94,90,,north_africa_middle_east,m_all,,,male,-99.0,,0.2639649,0,0,0,0,0.0,0.0,2005,2005
645,99,95,,caribbean,m_all,,,male,-99.0,,0.3698093,0,0,0,0,0.0,0.0,2005,2005
646,101,100,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.5294952,0,0,0,0,0.0,0.0,2005,2005
647,0,0,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.1473145,0,0,0,0,0.0,0.0,1990,1990
648,0,0,,latin_america_central,m_all,,,female,-99.0,,0.0280416,0,0,0,0,0.0,0.0,1990,1990
649,0,0,,latin_america_tropical,m_all,,,female,-99.0,,0.0405644,0,0,0,0,0.0,0.0,1990,1990
650,0,0,,latin_america_andean,m_all,,,female,-99.0,,0.0542657,0,0,0,0,0.0,0.0,1990,1990
651,0,0,,europe_eastern,m_all,,,female,-99.0,,0.0176801,0,0,0,0,0.0,0.0,1990,1990
652,0,0,,europe_central,m_all,,,female,-99.0,,0.0158321,0,0,0,0,0.0,0.0,1990,1990
653,0,0,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.1326351,0,0,0,0,0.0,0.0,1990,1990
654,0,0,,caribbean,m_all,,,female,-99.0,,0.0526802,0,0,0,0,0.0,0.0,1990,1990
655,0,0,,australasia,m_all,,,female,-99.0,,0.0073137,0,0,0,0,0.0,0.0,1990,1990
656,0,0,,oceania,m_all,,,female,-99.0,,0.0599083,0,0,0,0,0.0,0.0,1990,1990
657,0,0,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0484557,0,0,0,0,0.0,0.0,1990,1990
658,0,0,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0052322,0,0,0,0,0.0,0.0,1990,1990
659,0,0,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.1189867,0,0,0,0,0.0,0.0,1990,1990
660,0,0,,asia_central,m_all,,,female,-99.0,,0.0495904,0,0,0,0,0.0,0.0,1990,1990
661,0,0,,asia_east,m_all,,,female,-99.0,,0.0309043,0,0,0,0,0.0,0.0,1990,1990
662,0,0,,north_africa_middle_east,m_all,,,female,-99.0,,0.056494,0,0,0,0,0.0,0.0,1990,1990
663,0,0,,latin_america_southern,m_all,,,female,-99.0,,0.0198546,0,0,0,0,0.0,0.0,1990,1990
664,0,0,,asia_south,m_all,,,female,-99.0,,0.1029169,0,0,0,0,0.0,0.0,1990,1990
665,0,0,,north_america_high_income,m_all,,,female,-99.0,,0.0084186,0,0,0,0,0.0,0.0,1990,1990
666,0,0,,europe_western,m_all,,,female,-99.0,,0.0070306,0,0,0,0,0.0,0.0,1990,1990
667,4,1,,north_america_high_income,m_all,,,female,-99.0,,0.0004181,0,0,0,0,0.0,0.0,1990,1990
668,4,1,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0038872,0,0,0,0,0.0,0.0,1990,1990
669,4,1,,latin_america_andean,m_all,,,female,-99.0,,0.0050096,0,0,0,0,0.0,0.0,1990,1990
670,4,1,,latin_america_southern,m_all,,,female,-99.0,,0.0008696,0,0,0,0,0.0,0.0,1990,1990
671,4,1,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.013881,0,0,0,0,0.0,0.0,1990,1990
672,4,1,,caribbean,m_all,,,female,-99.0,,0.0034402,0,0,0,0,0.0,0.0,1990,1990
673,4,1,,australasia,m_all,,,female,-99.0,,0.0003702,0,0,0,0,0.0,0.0,1990,1990
674,4,1,,asia_south,m_all,,,female,-99.0,,0.0068074,0,0,0,0,0.0,0.0,1990,1990
675,4,1,,europe_eastern,m_all,,,female,-99.0,,0.0011463,0,0,0,0,0.0,0.0,1990,1990
676,4,1,,asia_east,m_all,,,female,-99.0,,0.0019462,0,0,0,0,0.0,0.0,1990,1990
677,4,1,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0162568,0,0,0,0,0.0,0.0,1990,1990
678,4,1,,oceania,m_all,,,female,-99.0,,0.0038149,0,0,0,0,0.0,0.0,1990,1990
679,4,1,,europe_central,m_all,,,female,-99.0,,0.000717,0,0,0,0,0.0,0.0,1990,1990
680,4,1,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0004258,0,0,0,0,0.0,0.0,1990,1990
681,4,1,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0183739,0,0,0,0,0.0,0.0,1990,1990
682,4,1,,asia_central,m_all,,,female,-99.0,,0.004176,0,0,0,0,0.0,0.0,1990,1990
683,4,1,,latin_america_tropical,m_all,,,female,-99.0,,0.0019374,0,0,0,0,0.0,0.0,1990,1990
684,4,1,,north_africa_middle_east,m_all,,,female,-99.0,,0.0045152,0,0,0,0,0.0,0.0,1990,1990
685,4,1,,latin_america_central,m_all,,,female,-99.0,,0.0027648,0,0,0,0,0.0,0.0,1990,1990
686,4,1,,asia_southeast,m_all,,,female,-99.0,,0.0040537,0,0,0,0,0.0,0.0,1990,1990
687,9,5,,north_america_high_income,m_all,,,female,-99.0,,0.0001944,0,0,0,0,0.0,0.0,1990,1990
688,9,5,,europe_western,m_all,,,female,-99.0,,0.0001717,0,0,0,0,0.0,0.0,1990,1990
689,9,5,,asia_east,m_all,,,female,-99.0,,0.0005132,0,0,0,0,0.0,0.0,1990,1990
690,9,5,,caribbean,m_all,,,female,-99.0,,0.0007577,0,0,0,0,0.0,0.0,1990,1990
691,9,5,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0008519,0,0,0,0,0.0,0.0,1990,1990
692,9,5,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0021147,0,0,0,0,0.0,0.0,1990,1990
693,9,5,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0023405,0,0,0,0,0.0,0.0,1990,1990
694,9,5,,north_africa_middle_east,m_all,,,female,-99.0,,0.0008196,0,0,0,0,0.0,0.0,1990,1990
695,9,5,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0002219,0,0,0,0,0.0,0.0,1990,1990
696,9,5,,oceania,m_all,,,female,-99.0,,0.0008565,0,0,0,0,0.0,0.0,1990,1990
697,9,5,,australasia,m_all,,,female,-99.0,,0.0001664,0,0,0,0,0.0,0.0,1990,1990
698,9,5,,asia_south,m_all,,,female,-99.0,,0.0025019,0,0,0,0,0.0,0.0,1990,1990
699,9,5,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0025367,0,0,0,0,0.0,0.0,1990,1990
700,9,5,,latin_america_central,m_all,,,female,-99.0,,0.0005353,0,0,0,0,0.0,0.0,1990,1990
701,9,5,,latin_america_southern,m_all,,,female,-99.0,,0.0002771,0,0,0,0,0.0,0.0,1990,1990
702,9,5,,europe_central,m_all,,,female,-99.0,,0.000279,0,0,0,0,0.0,0.0,1990,1990
703,9,5,,asia_southeast,m_all,,,female,-99.0,,0.0008626,0,0,0,0,0.0,0.0,1990,1990
704,9,5,,latin_america_tropical,m_all,,,female,-99.0,,0.0003237,0,0,0,0,0.0,0.0,1990,1990
705,9,5,,europe_eastern,m_all,,,female,-99.0,,0.000455,0,0,0,0,0.0,0.0,1990,1990
706,9,5,,asia_central,m_all,,,female,-99.0,,0.0008098,0,0,0,0,0.0,0.0,1990,1990
707,14,10,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0001794,0,0,0,0,0.0,0.0,1990,1990
708,14,10,,north_africa_middle_east,m_all,,,female,-99.0,,0.0006218,0,0,0,0,0.0,0.0,1990,1990
709,14,10,,oceania,m_all,,,female,-99.0,,0.0009889,0,0,0,0,0.0,0.0,1990,1990
710,14,10,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0006254,0,0,0,0,0.0,0.0,1990,1990
711,14,10,,asia_south,m_all,,,female,-99.0,,0.001406,0,0,0,0,0.0,0.0,1990,1990
712,14,10,,latin_america_central,m_all,,,female,-99.0,,0.0004056,0,0,0,0,0.0,0.0,1990,1990
713,14,10,,latin_america_southern,m_all,,,female,-99.0,,0.0002602,0,0,0,0,0.0,0.0,1990,1990
714,14,10,,europe_central,m_all,,,female,-99.0,,0.0002329,0,0,0,0,0.0,0.0,1990,1990
715,14,10,,australasia,m_all,,,female,-99.0,,0.0001562,0,0,0,0,0.0,0.0,1990,1990
716,14,10,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0013201,0,0,0,0,0.0,0.0,1990,1990
717,14,10,,latin_america_tropical,m_all,,,female,-99.0,,0.0003128,0,0,0,0,0.0,0.0,1990,1990
718,14,10,,caribbean,m_all,,,female,-99.0,,0.0006104,0,0,0,0,0.0,0.0,1990,1990
719,14,10,,asia_central,m_all,,,female,-99.0,,0.0005683,0,0,0,0,0.0,0.0,1990,1990
720,14,10,,europe_western,m_all,,,female,-99.0,,0.0001614,0,0,0,0,0.0,0.0,1990,1990
721,14,10,,asia_southeast,m_all,,,female,-99.0,,0.0006205,0,0,0,0,0.0,0.0,1990,1990
722,14,10,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0015053,0,0,0,0,0.0,0.0,1990,1990
723,14,10,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0015234,0,0,0,0,0.0,0.0,1990,1990
724,14,10,,latin_america_andean,m_all,,,female,-99.0,,0.0006222,0,0,0,0,0.0,0.0,1990,1990
725,14,10,,europe_eastern,m_all,,,female,-99.0,,0.0003295,0,0,0,0,0.0,0.0,1990,1990
726,14,10,,asia_east,m_all,,,female,-99.0,,0.0004614,0,0,0,0,0.0,0.0,1990,1990
727,19,15,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0023813,0,0,0,0,0.0,0.0,1990,1990
728,19,15,,asia_central,m_all,,,female,-99.0,,0.0008905,0,0,0,0,0.0,0.0,1990,1990
729,19,15,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0017619,0,0,0,0,0.0,0.0,1990,1990
730,19,15,,latin_america_tropical,m_all,,,female,-99.0,,0.000554,0,0,0,0,0.0,0.0,1990,1990
731,19,15,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0024125,0,0,0,0,0.0,0.0,1990,1990
732,19,15,,asia_south,m_all,,,female,-99.0,,0.0022711,0,0,0,0,0.0,0.0,1990,1990
733,19,15,,australasia,m_all,,,female,-99.0,,0.0004014,0,0,0,0,0.0,0.0,1990,1990
734,19,15,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0003145,0,0,0,0,0.0,0.0,1990,1990
735,19,15,,asia_east,m_all,,,female,-99.0,,0.0007645,0,0,0,0,0.0,0.0,1990,1990
736,19,15,,asia_southeast,m_all,,,female,-99.0,,0.0009791,0,0,0,0,0.0,0.0,1990,1990
737,19,15,,north_america_high_income,m_all,,,female,-99.0,,0.0004551,0,0,0,0,0.0,0.0,1990,1990
738,19,15,,latin_america_southern,m_all,,,female,-99.0,,0.0004791,0,0,0,0,0.0,0.0,1990,1990
739,19,15,,europe_central,m_all,,,female,-99.0,,0.0003911,0,0,0,0,0.0,0.0,1990,1990
740,19,15,,caribbean,m_all,,,female,-99.0,,0.0009469,0,0,0,0,0.0,0.0,1990,1990
741,19,15,,europe_western,m_all,,,female,-99.0,,0.0003082,0,0,0,0,0.0,0.0,1990,1990
742,19,15,,oceania,m_all,,,female,-99.0,,0.001721,0,0,0,0,0.0,0.0,1990,1990
743,19,15,,latin_america_central,m_all,,,female,-99.0,,0.0006289,0,0,0,0,0.0,0.0,1990,1990
744,19,15,,latin_america_andean,m_all,,,female,-99.0,,0.000927,0,0,0,0,0.0,0.0,1990,1990
745,19,15,,north_africa_middle_east,m_all,,,female,-99.0,,0.0009192,0,0,0,0,0.0,0.0,1990,1990
746,19,15,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0010488,0,0,0,0,0.0,0.0,1990,1990
747,24,20,,asia_south,m_all,,,female,-99.0,,0.0029768,0,0,0,0,0.0,0.0,1990,1990
748,24,20,,oceania,m_all,,,female,-99.0,,0.0024814,0,0,0,0,0.0,0.0,1990,1990
749,24,20,,europe_western,m_all,,,female,-99.0,,0.0003843,0,0,0,0,0.0,0.0,1990,1990
750,24,20,,europe_eastern,m_all,,,female,-99.0,,0.0006995,0,0,0,0,0.0,0.0,1990,1990
751,24,20,,latin_america_tropical,m_all,,,female,-99.0,,0.0007274,0,0,0,0,0.0,0.0,1990,1990
752,24,20,,asia_central,m_all,,,female,-99.0,,0.0012118,0,0,0,0,0.0,0.0,1990,1990
753,24,20,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0004275,0,0,0,0,0.0,0.0,1990,1990
754,24,20,,north_america_high_income,m_all,,,female,-99.0,,0.0005116,0,0,0,0,0.0,0.0,1990,1990
755,24,20,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0040257,0,0,0,0,0.0,0.0,1990,1990
756,24,20,,europe_central,m_all,,,female,-99.0,,0.00047,0,0,0,0,0.0,0.0,1990,1990
757,24,20,,latin_america_andean,m_all,,,female,-99.0,,0.0012497,0,0,0,0,0.0,0.0,1990,1990
758,24,20,,caribbean,m_all,,,female,-99.0,,0.0012976,0,0,0,0,0.0,0.0,1990,1990
759,24,20,,asia_east,m_all,,,female,-99.0,,0.0010045,0,0,0,0,0.0,0.0,1990,1990
760,24,20,,north_africa_middle_east,m_all,,,female,-99.0,,0.0012382,0,0,0,0,0.0,0.0,1990,1990
761,24,20,,australasia,m_all,,,female,-99.0,,0.0004759,0,0,0,0,0.0,0.0,1990,1990
762,24,20,,asia_southeast,m_all,,,female,-99.0,,0.0013456,0,0,0,0,0.0,0.0,1990,1990
763,24,20,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.003857,0,0,0,0,0.0,0.0,1990,1990
764,24,20,,latin_america_central,m_all,,,female,-99.0,,0.0008169,0,0,0,0,0.0,0.0,1990,1990
765,24,20,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0026805,0,0,0,0,0.0,0.0,1990,1990
766,24,20,,latin_america_southern,m_all,,,female,-99.0,,0.0005723,0,0,0,0,0.0,0.0,1990,1990
767,29,25,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0049403,0,0,0,0,0.0,0.0,1990,1990
768,29,25,,latin_america_tropical,m_all,,,female,-99.0,,0.0008914,0,0,0,0,0.0,0.0,1990,1990
769,29,25,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.005297,0,0,0,0,0.0,0.0,1990,1990
770,29,25,,asia_east,m_all,,,female,-99.0,,0.0012205,0,0,0,0,0.0,0.0,1990,1990
771,29,25,,europe_central,m_all,,,female,-99.0,,0.000569,0,0,0,0,0.0,0.0,1990,1990
772,29,25,,latin_america_andean,m_all,,,female,-99.0,,0.0014716,0,0,0,0,0.0,0.0,1990,1990
773,29,25,,europe_western,m_all,,,female,-99.0,,0.0004432,0,0,0,0,0.0,0.0,1990,1990
